Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force
BR1 1WG,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1994-05-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WH,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1986-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WJ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-10-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WL,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2001-06-01,2012-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WN,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-10-01,2018-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WP,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1999-12-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-06-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WR,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-04-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WS,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2003-06-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WT,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-07-01,2006-08-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WU,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2014-12-01,2015-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WW,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-04-01,2017-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,2008-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WY,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1WZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-03-01,2008-03-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2009-01-01,2018-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XB,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2001-12-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XD,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-02-01,2012-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XE,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-03-01,2005-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XF,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-01-01,2005-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XU,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-04-01,2007-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XW,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-10-01,2005-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-08-01,2004-02-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XY,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2012-11-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1XZ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-10-01,2008-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1YW,No,51.404548,0.015461,540285,169207,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2002-06-01,2003-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,5,1,2019-03-28,"Bromley North",0.433026,BR,BR1,"Metropolitan Police"
BR1 1YX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2001-12-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1YZ,No,51.404548,0.015461,540285,169207,TQ402692,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1998-06-01,2008-07-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,1,1,2019-03-28,"Bromley North",0.433026,BR,BR1,"Metropolitan Police"
BR1 1ZA,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-01-01,2004-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,5,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZB,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1999-12-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZD,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2000-06-01,2006-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZE,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2004-01-01,2004-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZF,No,51.406353,0.011442,540000,169400,TQ400693,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1998-12-01,1999-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,69,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,8,1,2019-03-28,"Bromley North",0.44282,BR,BR1,"Metropolitan Police"
BR1 1ZG,Yes,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2005-07-01,,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZH,No,51.404397,0.015368,540279,169190,TQ402691,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1998-12-01,1999-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,5,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,6,1,2019-03-28,"Bromley North",0.450879,BR,BR1,"Metropolitan Police"
BR1 1ZJ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1998-06-01,2018-09-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZL,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",2007-01-01,2007-01-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZN,No,51.406353,0.011442,540000,169400,TQ400693,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1998-06-01,2000-10-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,69,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,8,1,2019-03-28,"Bromley North",0.44282,BR,BR1,"Metropolitan Police"
BR1 1ZP,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,2002-12-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZQ,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZR,No,51.404272,0.015333,540277,169176,TQ402691,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,2000-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,5,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,6,1,2019-03-28,"Bromley North",0.464936,BR,BR1,"Metropolitan Police"
BR1 1ZS,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,2003-05-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZU,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,2006-04-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
BR1 1ZW,No,51.404397,0.015368,540279,169190,TQ402691,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,1999-06-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,74,5,E01000676,,E02000134,"Bromley 008",E43000196,E00003255,E14000604,10169,6,1,2019-03-28,"Bromley North",0.450879,BR,BR1,"Metropolitan Police"
BR1 1ZX,No,51.408226,0.017578,540421,169620,TQ404696,"","Bromley","Bromley Town",E09000006,E05000109,England,E99999999,"Bromley and Chislehurst",1997-12-01,2018-11-01,"Bromley, unparished area","",,,"Greater London","Bromley","Bromley 008B","Urban major conurbation",London,70,4,E01000676,,E02000134,"Bromley 008",E43000196,E00003250,E14000604,10169,1,1,2019-03-28,"Bromley North",0.0420671,BR,BR1,"Metropolitan Police"
